sim_time,super_dense_time,controller.moveDiscreteCommand,controller.MovementArgs_target_X,controller.MovementArgs_target_Y,controller.MovementArgs_target_Z,dmodel.movediscrete,mapping.q0,mapping.q1,mapping.q2,mapping.q3,mapping.q4,mapping.q5,mapping.robotStopped,mapping.moveCompleted
70.0,1,False,8.0,10.0,0.0,True,-3.0755107822436196,-1.2018783340985202,1.732382777444565,-2.1700382557169595,-0.7871369303207381,-1.478016250777653,True,True
70.5,1,False,8.0,10.0,0.0,True,-3.0756590441150946,-1.2026139496786072,1.7323827774445641,-2.1703759738948394,-0.7872903352699776,-1.478015689732283,True,True
71.0,1,False,8.0,10.0,0.0,True,-3.0757217889778294,-1.2016531312392287,1.7323827774445677,-2.1698897848988725,-0.7875774876642958,-1.4782113273149475,True,True
71.5,1,False,8.0,10.0,0.0,True,-3.075746905566965,-1.2011618057818199,1.7323827774445695,-2.170094590034906,-0.7868871225482805,-1.477841659500931,True,True
72.0,1,False,8.0,10.0,0.0,True,-3.0756791488034283,-1.2009697306118472,1.732382777444573,-2.169938439383734,-0.7874726562836987,-1.4780311744701846,True,True
72.5,1,False,8.0,10.0,0.0,True,-3.0757075550821567,-1.2019547855134283,1.7323827774445766,-2.1701465262032675,-0.7879790660229515,-1.4780700394942423,True,True
73.0,1,False,8.0,10.0,0.0,True,-3.0756624819804,-1.2007058457910817,1.732382777444581,-2.169733167938028,-0.7874231408930958,-1.4781452144580056,True,True
73.5,1,True,1.0,13.0,0.0,True,-3.0757089581744435,-1.2036966250792176,1.7323827774445801,-2.170619375197618,-0.787414669772339,-1.4779330747002364,True,True
74.0,1,False,1.0,13.0,0.0,True,-3.0757483816604063,-1.2011826578774683,1.732382777444582,-2.169717228870926,-0.7871006163762346,-1.4777878086699623,True,True
74.5,1,False,1.0,13.0,0.0,True,-3.0756467618516856,-1.2010238788535395,1.7323827774445837,-2.169991742197973,-0.7875570243821217,-1.4779335481600588,True,False
75.0,1,False,1.0,13.0,0.0,True,-3.0756613084294395,-1.2024449077901203,1.7323827774445855,-2.1701781462879666,-0.7875326505245583,-1.4780151412043931,False,False
75.5,1,False,1.0,13.0,0.0,True,-3.0712167906811123,-1.2055725243988498,1.728035598622637,-2.1654958816711583,-0.7906369163423896,-1.4736103625669958,False,False
